,Node_1,Node_2,Relation
16,"{'label': 'Occupation', 'properties': ""{'title': 'Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop'}"", 'identifier': ""{'title': 'Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
17,"{'label': 'Occupation', 'properties': ""{'title': 'Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop'}"", 'identifier': ""{'title': 'Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
18,"{'label': 'Occupation', 'properties': ""{'title': 'Nannies'}"", 'identifier': ""{'title': 'Nannies'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
19,"{'label': 'Occupation', 'properties': ""{'title': 'Nannies'}"", 'identifier': ""{'title': 'Nannies'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
20,"{'label': 'Occupation', 'properties': ""{'title': 'Personal_Care_Aides'}"", 'identifier': ""{'title': 'Personal_Care_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
21,"{'label': 'Occupation', 'properties': ""{'title': 'Personal_Care_Aides'}"", 'identifier': ""{'title': 'Personal_Care_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
22,"{'label': 'Occupation', 'properties': ""{'title': 'Personal_Care_Aides'}"", 'identifier': ""{'title': 'Personal_Care_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
23,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Therapist_Aides'}"", 'identifier': ""{'title': 'Physical_Therapist_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
24,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Therapist_Aides'}"", 'identifier': ""{'title': 'Physical_Therapist_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
25,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Therapist_Aides'}"", 'identifier': ""{'title': 'Physical_Therapist_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
26,"{'label': 'Occupation', 'properties': ""{'title': 'Psychiatric_Aides'}"", 'identifier': ""{'title': 'Psychiatric_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
27,"{'label': 'Occupation', 'properties': ""{'title': 'Psychiatric_Aides'}"", 'identifier': ""{'title': 'Psychiatric_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
28,"{'label': 'Occupation', 'properties': ""{'title': 'Psychiatric_Aides'}"", 'identifier': ""{'title': 'Psychiatric_Aides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
29,"{'label': 'Occupation', 'properties': ""{'title': 'School_Bus_Monitors'}"", 'identifier': ""{'title': 'School_Bus_Monitors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
30,"{'label': 'Occupation', 'properties': ""{'title': 'School_Bus_Monitors'}"", 'identifier': ""{'title': 'School_Bus_Monitors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
31,"{'label': 'Occupation', 'properties': ""{'title': 'School_Bus_Monitors'}"", 'identifier': ""{'title': 'School_Bus_Monitors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
32,"{'label': 'Occupation', 'properties': ""{'title': 'Travel_Guides'}"", 'identifier': ""{'title': 'Travel_Guides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
33,"{'label': 'Occupation', 'properties': ""{'title': 'Travel_Guides'}"", 'identifier': ""{'title': 'Travel_Guides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
34,"{'label': 'Occupation', 'properties': ""{'title': 'Travel_Guides'}"", 'identifier': ""{'title': 'Travel_Guides'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
35,"{'label': 'Occupation', 'properties': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}"", 'identifier': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
36,"{'label': 'Occupation', 'properties': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}"", 'identifier': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
37,"{'label': 'Occupation', 'properties': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}"", 'identifier': ""{'title': 'Ushers,_Lobby_Attendants,_and_Ticket_Takers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
38,"{'label': 'Occupation', 'properties': ""{'title': 'Waiters_and_Waitresses'}"", 'identifier': ""{'title': 'Waiters_and_Waitresses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
39,"{'label': 'Occupation', 'properties': ""{'title': 'Waiters_and_Waitresses'}"", 'identifier': ""{'title': 'Waiters_and_Waitresses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
40,"{'label': 'Occupation', 'properties': ""{'title': 'Waiters_and_Waitresses'}"", 'identifier': ""{'title': 'Waiters_and_Waitresses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
41,"{'label': 'Occupation', 'properties': ""{'title': 'Animal_Caretakers'}"", 'identifier': ""{'title': 'Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
42,"{'label': 'Occupation', 'properties': ""{'title': 'Animal_Caretakers'}"", 'identifier': ""{'title': 'Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
43,"{'label': 'Occupation', 'properties': ""{'title': 'Animal_Caretakers'}"", 'identifier': ""{'title': 'Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
44,"{'label': 'Occupation', 'properties': ""{'title': 'Animal_Trainers'}"", 'identifier': ""{'title': 'Animal_Trainers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
45,"{'label': 'Occupation', 'properties': ""{'title': 'Animal_Trainers'}"", 'identifier': ""{'title': 'Animal_Trainers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
46,"{'label': 'Occupation', 'properties': ""{'title': 'Food_Servers,_Nonrestaurant'}"", 'identifier': ""{'title': 'Food_Servers,_Nonrestaurant'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
47,"{'label': 'Occupation', 'properties': ""{'title': 'Food_Servers,_Nonrestaurant'}"", 'identifier': ""{'title': 'Food_Servers,_Nonrestaurant'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
48,"{'label': 'Occupation', 'properties': ""{'title': 'Food_Servers,_Nonrestaurant'}"", 'identifier': ""{'title': 'Food_Servers,_Nonrestaurant'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
49,"{'label': 'Occupation', 'properties': ""{'title': 'Funeral_Attendants'}"", 'identifier': ""{'title': 'Funeral_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
50,"{'label': 'Occupation', 'properties': ""{'title': 'Funeral_Attendants'}"", 'identifier': ""{'title': 'Funeral_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
51,"{'label': 'Occupation', 'properties': ""{'title': 'Funeral_Attendants'}"", 'identifier': ""{'title': 'Funeral_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
52,"{'label': 'Occupation', 'properties': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}"", 'identifier': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
53,"{'label': 'Occupation', 'properties': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}"", 'identifier': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
54,"{'label': 'Occupation', 'properties': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}"", 'identifier': ""{'title': 'Hotel,_Motel,_and_Resort_Desk_Clerks'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
55,"{'label': 'Occupation', 'properties': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}"", 'identifier': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
56,"{'label': 'Occupation', 'properties': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}"", 'identifier': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
57,"{'label': 'Occupation', 'properties': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}"", 'identifier': ""{'title': 'Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
58,"{'label': 'Occupation', 'properties': ""{'title': 'Medical_Secretaries_and_Administrative_Assistants'}"", 'identifier': ""{'title': 'Medical_Secretaries_and_Administrative_Assistants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
59,"{'label': 'Occupation', 'properties': ""{'title': 'Medical_Secretaries_and_Administrative_Assistants'}"", 'identifier': ""{'title': 'Medical_Secretaries_and_Administrative_Assistants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
60,"{'label': 'Occupation', 'properties': ""{'title': 'Passenger_Attendants'}"", 'identifier': ""{'title': 'Passenger_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
61,"{'label': 'Occupation', 'properties': ""{'title': 'Passenger_Attendants'}"", 'identifier': ""{'title': 'Passenger_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
62,"{'label': 'Occupation', 'properties': ""{'title': 'Passenger_Attendants'}"", 'identifier': ""{'title': 'Passenger_Attendants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
63,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
64,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
65,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
66,"{'label': 'Occupation', 'properties': ""{'title': 'Acute_Care_Nurses'}"", 'identifier': ""{'title': 'Acute_Care_Nurses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
67,"{'label': 'Occupation', 'properties': ""{'title': 'Acute_Care_Nurses'}"", 'identifier': ""{'title': 'Acute_Care_Nurses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
68,"{'label': 'Occupation', 'properties': ""{'title': 'Acute_Care_Nurses'}"", 'identifier': ""{'title': 'Acute_Care_Nurses'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
69,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
70,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
71,"{'label': 'Occupation', 'properties': ""{'title': 'Concierges'}"", 'identifier': ""{'title': 'Concierges'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
72,"{'label': 'Occupation', 'properties': ""{'title': 'Concierges'}"", 'identifier': ""{'title': 'Concierges'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
73,"{'label': 'Occupation', 'properties': ""{'title': 'Concierges'}"", 'identifier': ""{'title': 'Concierges'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
74,"{'label': 'Occupation', 'properties': ""{'title': 'Dental_Hygienists'}"", 'identifier': ""{'title': 'Dental_Hygienists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
75,"{'label': 'Occupation', 'properties': ""{'title': 'Dental_Hygienists'}"", 'identifier': ""{'title': 'Dental_Hygienists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
76,"{'label': 'Occupation', 'properties': ""{'title': 'Dental_Hygienists'}"", 'identifier': ""{'title': 'Dental_Hygienists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
77,"{'label': 'Occupation', 'properties': ""{'title': 'Dietetic_Technicians'}"", 'identifier': ""{'title': 'Dietetic_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
78,"{'label': 'Occupation', 'properties': ""{'title': 'Dietetic_Technicians'}"", 'identifier': ""{'title': 'Dietetic_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
79,"{'label': 'Occupation', 'properties': ""{'title': 'Dietetic_Technicians'}"", 'identifier': ""{'title': 'Dietetic_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
80,"{'label': 'Occupation', 'properties': ""{'title': 'Emergency_Medical_Technicians'}"", 'identifier': ""{'title': 'Emergency_Medical_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
81,"{'label': 'Occupation', 'properties': ""{'title': 'Emergency_Medical_Technicians'}"", 'identifier': ""{'title': 'Emergency_Medical_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
82,"{'label': 'Occupation', 'properties': ""{'title': 'Emergency_Medical_Technicians'}"", 'identifier': ""{'title': 'Emergency_Medical_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
83,"{'label': 'Occupation', 'properties': ""{'title': 'Exercise_Trainers_and_Group_Fitness_Instructors'}"", 'identifier': ""{'title': 'Exercise_Trainers_and_Group_Fitness_Instructors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
84,"{'label': 'Occupation', 'properties': ""{'title': 'Exercise_Trainers_and_Group_Fitness_Instructors'}"", 'identifier': ""{'title': 'Exercise_Trainers_and_Group_Fitness_Instructors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
